Sentence_A,Sentence_B,origin,frequency,freq_cat,pair_id,rating_anticonic_causal,rating_iconic_causal,rating_anticonic_temporal,rating_iconic_temporal,human_preferred_connective,human_preferred_connective_desc,human_preferred_connective_unrel,tested_relation,tested_order,relation_human,order_human,condition_human,tested_connective,additional_dimension
Edward attempted to kill his wife.,Edward's wife cheated on him.,origin,0,1_rare,30,9.066666666666666,3.533333333333333,7.933333333333334,4.066666666666666,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",because,socially_challenging
Edward attempted to kill his wife.,Edward's wife cheated on him.,origin,0,1_rare,30,9.066666666666666,3.533333333333333,7.933333333333334,4.066666666666666,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",so,socially_challenging
Edward attempted to kill his wife.,Edward's wife cheated on him.,origin,0,1_rare,30,9.066666666666666,3.533333333333333,7.933333333333334,4.066666666666666,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",then,socially_challenging
Edward's wife cheated on him.,Edward attempted to kill his wife.,origin,0,1_rare,30,4.533333333333333,8.0,5.066666666666666,9.0,then,iconic_temp,then,causality,B follows A,Temporal,"A,B","Temporal-A,B",after,socially_challenging
Edward's wife cheated on him.,Edward attempted to kill his wife.,origin,0,1_rare,30,4.533333333333333,8.0,5.066666666666666,9.0,then,iconic_temp,then,causality,B follows A,Temporal,"A,B","Temporal-A,B",because,socially_challenging
Edward's wife cheated on him.,Edward attempted to kill his wife.,origin,0,1_rare,30,4.533333333333333,8.0,5.066666666666666,9.0,then,iconic_temp,then,causality,B follows A,Temporal,"A,B","Temporal-A,B",so,socially_challenging
Edward's wife cheated on him.,Edward attempted to kill his wife.,origin,0,1_rare,30,4.533333333333333,8.0,5.066666666666666,9.0,then,iconic_temp,then,causality,B follows A,Temporal,"A,B","Temporal-A,B",then,socially_challenging
John buys cannabis from a pusher.,John is addicted to cannabis.,e-care,2,1_rare,31,9.2,4.2,5.4,4.533333333333333,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",after,socially_challenging
John buys cannabis from a pusher.,John is addicted to cannabis.,e-care,22,2_uncommon,31,9.2,4.2,5.4,4.533333333333333,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",because,socially_challenging
John buys cannabis from a pusher.,John is addicted to cannabis.,e-care,2,1_rare,31,9.2,4.2,5.4,4.533333333333333,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",so,socially_challenging
John buys cannabis from a pusher.,John is addicted to cannabis.,e-care,2,1_rare,31,9.2,4.2,5.4,4.533333333333333,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",then,socially_challenging
John is addicted to cannabis.,John buys cannabis from a pusher.,e-care,3,1_rare,31,6.266666666666667,8.266666666666667,4.066666666666666,3.6,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",after,socially_challenging
John is addicted to cannabis.,John buys cannabis from a pusher.,e-care,1,1_rare,31,6.266666666666667,8.266666666666667,4.066666666666666,3.6,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",because,socially_challenging
John is addicted to cannabis.,John buys cannabis from a pusher.,e-care,12,2_uncommon,31,6.266666666666667,8.266666666666667,4.066666666666666,3.6,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",so,socially_challenging
John is addicted to cannabis.,John buys cannabis from a pusher.,e-care,4,1_rare,31,6.266666666666667,8.266666666666667,4.066666666666666,3.6,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",then,socially_challenging
The girl decided to buy drugs.,The girl is depressed.,origin,0,1_rare,32,8.666666666666666,4.533333333333333,5.666666666666667,2.8,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",after,socially_challenging
The girl decided to buy drugs.,The girl is depressed.,origin,4,1_rare,32,8.666666666666666,4.533333333333333,5.666666666666667,2.8,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",because,socially_challenging
The girl decided to buy drugs.,The girl is depressed.,origin,0,1_rare,32,8.666666666666666,4.533333333333333,5.666666666666667,2.8,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",so,socially_challenging
The girl decided to buy drugs.,The girl is depressed.,origin,0,1_rare,32,8.666666666666666,4.533333333333333,5.666666666666667,2.8,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",then,socially_challenging
The girl is depressed.,The girl decided to buy drugs.,origin,0,1_rare,32,5.0,8.333333333333334,3.6666666666666665,5.266666666666667,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",after,socially_challenging
The girl is depressed.,The girl decided to buy drugs.,origin,0,1_rare,32,5.0,8.333333333333334,3.6666666666666665,5.266666666666667,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",because,socially_challenging
The girl is depressed.,The girl decided to buy drugs.,origin,3,1_rare,32,5.0,8.333333333333334,3.6666666666666665,5.266666666666667,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",so,socially_challenging
The girl is depressed.,The girl decided to buy drugs.,origin,1,1_rare,32,5.0,8.333333333333334,3.6666666666666665,5.266666666666667,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",then,socially_challenging
Millie has become addicted to alcohol.,Millie's depression has never been treated.,e-care,232,3_common,33,8.133333333333333,4.4,6.6,2.6666666666666665,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",after,socially_challenging
Millie has become addicted to alcohol.,Millie's depression has never been treated.,e-care,250,3_common,33,8.133333333333333,4.4,6.6,2.6666666666666665,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",because,socially_challenging
Millie has become addicted to alcohol.,Millie's depression has never been treated.,e-care,316,3_common,33,8.133333333333333,4.4,6.6,2.6666666666666665,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",so,socially_challenging
Millie has become addicted to alcohol.,Millie's depression has never been treated.,e-care,109,3_common,33,8.133333333333333,4.4,6.6,2.6666666666666665,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",then,socially_challenging
Millie's depression has never been treated.,Millie has become addicted to alcohol.,e-care,199,3_common,33,6.066666666666666,7.666666666666667,6.4,5.8,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",after,socially_challenging
Millie's depression has never been treated.,Millie has become addicted to alcohol.,e-care,170,3_common,33,6.066666666666666,7.666666666666667,6.4,5.8,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",because,socially_challenging
Millie's depression has never been treated.,Millie has become addicted to alcohol.,e-care,338,3_common,33,6.066666666666666,7.666666666666667,6.4,5.8,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",so,socially_challenging
Millie's depression has never been treated.,Millie has become addicted to alcohol.,e-care,190,3_common,33,6.066666666666666,7.666666666666667,6.4,5.8,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",then,socially_challenging
John is a serial killer.,John likes to kill people.,e-care,17,2_uncommon,34,8.8,7.533333333333333,2.2666666666666666,3.333333333333333,because,anticonic_caus,because,causality,B follows A,Causal,"B,A","Causal-B,A",after,socially_challenging
John is a serial killer.,John likes to kill people.,e-care,30,2_uncommon,34,8.8,7.533333333333333,2.2666666666666666,3.333333333333333,because,anticonic_caus,because,causality,B follows A,Causal,"B,A","Causal-B,A",because,socially_challenging
John is a serial killer.,John likes to kill people.,e-care,15,2_uncommon,34,8.8,7.533333333333333,2.2666666666666666,3.333333333333333,because,anticonic_caus,because,causality,B follows A,Causal,"B,A","Causal-B,A",so,socially_challenging
John is a serial killer.,John likes to kill people.,e-care,15,2_uncommon,34,8.8,7.533333333333333,2.2666666666666666,3.333333333333333,because,anticonic_caus,because,causality,B follows A,Causal,"B,A","Causal-B,A",then,socially_challenging
John likes to kill people.,John is a serial killer.,e-care,5,2_uncommon,34,9.466666666666669,8.066666666666666,2.6666666666666665,5.133333333333334,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",after,socially_challenging
John likes to kill people.,John is a serial killer.,e-care,34,2_uncommon,34,9.466666666666669,8.066666666666666,2.6666666666666665,5.133333333333334,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",because,socially_challenging
John likes to kill people.,John is a serial killer.,e-care,15,2_uncommon,34,9.466666666666669,8.066666666666666,2.6666666666666665,5.133333333333334,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",so,socially_challenging
John likes to kill people.,John is a serial killer.,e-care,20,2_uncommon,34,9.466666666666669,8.066666666666666,2.6666666666666665,5.133333333333334,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",then,socially_challenging
John sells amphetamines.,People who want amphetamines call John.,e-care,98,3_common,35,4.266666666666667,9.0,4.8,7.2,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",after,socially_challenging
John sells amphetamines.,People who want amphetamines call John.,e-care,71,3_common,35,4.266666666666667,9.0,4.8,7.2,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",because,socially_challenging
John sells amphetamines.,People who want amphetamines call John.,e-care,930,4_frequent,35,4.266666666666667,9.0,4.8,7.2,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",so,socially_challenging
John sells amphetamines.,People who want amphetamines call John.,e-care,271,3_common,35,4.266666666666667,9.0,4.8,7.2,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",then,socially_challenging
People who want amphetamines call John.,John sells amphetamines.,e-care,145,3_common,35,8.6,5.933333333333334,4.133333333333334,6.866666666666666,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",after,socially_challenging
People who want amphetamines call John.,John sells amphetamines.,e-care,354,3_common,35,8.6,5.933333333333334,4.133333333333334,6.866666666666666,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",because,socially_challenging
People who want amphetamines call John.,John sells amphetamines.,e-care,130,3_common,35,8.6,5.933333333333334,4.133333333333334,6.866666666666666,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",so,socially_challenging
People who want amphetamines call John.,John sells amphetamines.,e-care,244,3_common,35,8.6,5.933333333333334,4.133333333333334,6.866666666666666,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",then,socially_challenging
Luca sets fire to Marco's shop.,Marco did not pay Luca the money he owed him.,origin,0,1_rare,36,9.533333333333331,7.533333333333333,6.533333333333333,4.2,because,anticonic_caus,because,causality,B follows A,Causal,"B,A","Causal-B,A",after,socially_challenging
Luca sets fire to Marco's shop.,Marco did not pay Luca the money he owed him.,origin,0,1_rare,36,9.533333333333331,7.533333333333333,6.533333333333333,4.2,because,anticonic_caus,because,causality,B follows A,Causal,"B,A","Causal-B,A",because,socially_challenging
Luca sets fire to Marco's shop.,Marco did not pay Luca the money he owed him.,origin,0,1_rare,36,9.533333333333331,7.533333333333333,6.533333333333333,4.2,because,anticonic_caus,because,causality,B follows A,Causal,"B,A","Causal-B,A",so,socially_challenging
Luca sets fire to Marco's shop.,Marco did not pay Luca the money he owed him.,origin,0,1_rare,36,9.533333333333331,7.533333333333333,6.533333333333333,4.2,because,anticonic_caus,because,causality,B follows A,Causal,"B,A","Causal-B,A",then,socially_challenging
Marco did not pay Luca the money he owed him.,Luca sets fire to Marco's shop.,origin,0,1_rare,36,7.4,9.466666666666669,5.933333333333334,6.933333333333334,so,iconic_caus,so,causality,A follows B,Causal,"A,B","Causal-A,B",after,socially_challenging
Marco did not pay Luca the money he owed him.,Luca sets fire to Marco's shop.,origin,0,1_rare,36,7.4,9.466666666666669,5.933333333333334,6.933333333333334,so,iconic_caus,so,causality,A follows B,Causal,"A,B","Causal-A,B",because,socially_challenging
Marco did not pay Luca the money he owed him.,Luca sets fire to Marco's shop.,origin,0,1_rare,36,7.4,9.466666666666669,5.933333333333334,6.933333333333334,so,iconic_caus,so,causality,A follows B,Causal,"A,B","Causal-A,B",so,socially_challenging
Marco did not pay Luca the money he owed him.,Luca sets fire to Marco's shop.,origin,0,1_rare,36,7.4,9.466666666666669,5.933333333333334,6.933333333333334,so,iconic_caus,so,causality,A follows B,Causal,"A,B","Causal-A,B",then,socially_challenging
Albert thinks Mark is not a real man.,Mark is a transgender man.,origin,49,2_uncommon,37,8.733333333333333,3.333333333333333,2.466666666666667,2.933333333333333,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",after,socially_challenging
Albert thinks Mark is not a real man.,Mark is a transgender man.,origin,365,3_common,37,8.733333333333333,3.333333333333333,2.466666666666667,2.933333333333333,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",because,socially_challenging
Albert thinks Mark is not a real man.,Mark is a transgender man.,origin,302,3_common,37,8.733333333333333,3.333333333333333,2.466666666666667,2.933333333333333,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",so,socially_challenging
Albert thinks Mark is not a real man.,Mark is a transgender man.,origin,101,3_common,37,8.733333333333333,3.333333333333333,2.466666666666667,2.933333333333333,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",then,socially_challenging
Mark is a transgender man.,Albert thinks Mark is not a real man.,origin,62,3_common,37,1.933333333333333,8.066666666666666,2.8,3.866666666666666,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",after,socially_challenging
Mark is a transgender man.,Albert thinks Mark is not a real man.,origin,182,3_common,37,1.933333333333333,8.066666666666666,2.8,3.866666666666666,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",because,socially_challenging
Mark is a transgender man.,Albert thinks Mark is not a real man.,origin,431,3_common,37,1.933333333333333,8.066666666666666,2.8,3.866666666666666,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",so,socially_challenging
Mark is a transgender man.,Albert thinks Mark is not a real man.,origin,115,3_common,37,1.933333333333333,8.066666666666666,2.8,3.866666666666666,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",then,socially_challenging
Carmen abandoned the dog on the street.,Carmen did not know where to leave the dog during the holidays.,origin,0,1_rare,38,8.533333333333333,2.8666666666666667,5.6,2.066666666666667,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",after,socially_challenging
Carmen abandoned the dog on the street.,Carmen did not know where to leave the dog during the holidays.,origin,0,1_rare,38,8.533333333333333,2.8666666666666667,5.6,2.066666666666667,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",because,socially_challenging
Carmen abandoned the dog on the street.,Carmen did not know where to leave the dog during the holidays.,origin,0,1_rare,38,8.533333333333333,2.8666666666666667,5.6,2.066666666666667,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",so,socially_challenging
Carmen abandoned the dog on the street.,Carmen did not know where to leave the dog during the holidays.,origin,0,1_rare,38,8.533333333333333,2.8666666666666667,5.6,2.066666666666667,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",then,socially_challenging
Carmen did not know where to leave the dog during the holidays.,Carmen abandoned the dog on the street.,origin,0,1_rare,38,2.0,8.333333333333334,2.2666666666666666,5.8,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",after,socially_challenging
Carmen did not know where to leave the dog during the holidays.,Carmen abandoned the dog on the street.,origin,0,1_rare,38,2.0,8.333333333333334,2.2666666666666666,5.8,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",because,socially_challenging
Carmen did not know where to leave the dog during the holidays.,Carmen abandoned the dog on the street.,origin,0,1_rare,38,2.0,8.333333333333334,2.2666666666666666,5.8,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",so,socially_challenging
Carmen did not know where to leave the dog during the holidays.,Carmen abandoned the dog on the street.,origin,0,1_rare,38,2.0,8.333333333333334,2.2666666666666666,5.8,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",then,socially_challenging
Mary's family decided to sell her as a child bride.,Mary's family is very poor.,origin,8,2_uncommon,39,9.6,2.6666666666666665,4.533333333333333,3.933333333333333,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",after,socially_challenging
Mary's family decided to sell her as a child bride.,Mary's family is very poor.,origin,50,2_uncommon,39,9.6,2.6666666666666665,4.533333333333333,3.933333333333333,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",because,socially_challenging
Mary's family decided to sell her as a child bride.,Mary's family is very poor.,origin,12,2_uncommon,39,9.6,2.6666666666666665,4.533333333333333,3.933333333333333,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",so,socially_challenging
Mary's family decided to sell her as a child bride.,Mary's family is very poor.,origin,4,1_rare,39,9.6,2.6666666666666665,4.533333333333333,3.933333333333333,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",then,socially_challenging
Mary's family is very poor.,Mary's family decided to sell her as a child bride.,origin,8,2_uncommon,39,3.0,9.266666666666667,2.533333333333333,4.6,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",after,socially_challenging
Mary's family is very poor.,Mary's family decided to sell her as a child bride.,origin,24,2_uncommon,39,3.0,9.266666666666667,2.533333333333333,4.6,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",because,socially_challenging
Mary's family is very poor.,Mary's family decided to sell her as a child bride.,origin,46,2_uncommon,39,3.0,9.266666666666667,2.533333333333333,4.6,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",so,socially_challenging
Mary's family is very poor.,Mary's family decided to sell her as a child bride.,origin,18,2_uncommon,39,3.0,9.266666666666667,2.533333333333333,4.6,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",then,socially_challenging
Brian bribed the director to get a better job.,Brian really wanted a better job.,origin,0,1_rare,40,7.733333333333333,4.533333333333333,6.066666666666666,2.6,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",after,socially_challenging
Brian bribed the director to get a better job.,Brian really wanted a better job.,origin,0,1_rare,40,7.733333333333333,4.533333333333333,6.066666666666666,2.6,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",because,socially_challenging
Brian bribed the director to get a better job.,Brian really wanted a better job.,origin,0,1_rare,40,7.733333333333333,4.533333333333333,6.066666666666666,2.6,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",so,socially_challenging
Brian bribed the director to get a better job.,Brian really wanted a better job.,origin,0,1_rare,40,7.733333333333333,4.533333333333333,6.066666666666666,2.6,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",then,socially_challenging
Brian really wanted a better job.,Brian bribed the director to get a better job.,origin,0,1_rare,40,3.533333333333333,9.266666666666667,3.466666666666667,6.8,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",after,socially_challenging
Brian really wanted a better job.,Brian bribed the director to get a better job.,origin,0,1_rare,40,3.533333333333333,9.266666666666667,3.466666666666667,6.8,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",because,socially_challenging
Brian really wanted a better job.,Brian bribed the director to get a better job.,origin,1,1_rare,40,3.533333333333333,9.266666666666667,3.466666666666667,6.8,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",so,socially_challenging
Brian really wanted a better job.,Brian bribed the director to get a better job.,origin,0,1_rare,40,3.533333333333333,9.266666666666667,3.466666666666667,6.8,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",then,socially_challenging
Bob believes in Santa Claus.,Bob is gullible.,origin,0,1_rare,41,8.733333333333333,7.466666666666667,2.6,3.733333333333333,because,anticonic_caus,because,causality,B follows A,Causal,"B,A","Causal-B,A",after,socially_challenging
Bob believes in Santa Claus.,Bob is gullible.,origin,23,2_uncommon,41,8.733333333333333,7.466666666666667,2.6,3.733333333333333,because,anticonic_caus,because,causality,B follows A,Causal,"B,A","Causal-B,A",because,socially_challenging
Bob believes in Santa Claus.,Bob is gullible.,origin,10,2_uncommon,41,8.733333333333333,7.466666666666667,2.6,3.733333333333333,because,anticonic_caus,because,causality,B follows A,Causal,"B,A","Causal-B,A",so,socially_challenging
Bob believes in Santa Claus.,Bob is gullible.,origin,15,2_uncommon,41,8.733333333333333,7.466666666666667,2.6,3.733333333333333,because,anticonic_caus,because,causality,B follows A,Causal,"B,A","Causal-B,A",then,socially_challenging
Bob is gullible.,Bob believes in Santa Claus.,origin,2,1_rare,41,9.4,8.466666666666667,3.0,2.2,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",after,socially_challenging
Bob is gullible.,Bob believes in Santa Claus.,origin,11,2_uncommon,41,9.4,8.466666666666667,3.0,2.2,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",because,socially_challenging
Bob is gullible.,Bob believes in Santa Claus.,origin,20,2_uncommon,41,9.4,8.466666666666667,3.0,2.2,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",so,socially_challenging
Bob is gullible.,Bob believes in Santa Claus.,origin,5,2_uncommon,41,9.4,8.466666666666667,3.0,2.2,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",then,socially_challenging
Alfredo does not want Muslim immigrants to come to Italy.,Alfredo thinks that Muslims are terrorists.,origin,1014,4_frequent,42,9.0,2.933333333333333,4.866666666666666,3.933333333333333,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",after,socially_challenging
Alfredo does not want Muslim immigrants to come to Italy.,Alfredo thinks that Muslims are terrorists.,origin,1028,4_frequent,42,9.0,2.933333333333333,4.866666666666666,3.933333333333333,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",because,socially_challenging
Alfredo does not want Muslim immigrants to come to Italy.,Alfredo thinks that Muslims are terrorists.,origin,1023,4_frequent,42,9.0,2.933333333333333,4.866666666666666,3.933333333333333,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",so,socially_challenging
Alfredo does not want Muslim immigrants to come to Italy.,Alfredo thinks that Muslims are terrorists.,origin,1031,4_frequent,42,9.0,2.933333333333333,4.866666666666666,3.933333333333333,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",then,socially_challenging
Alfredo thinks that Muslims are terrorists.,Alfredo does not want Muslim immigrants to come to Italy.,origin,1021,4_frequent,42,2.8,9.6,3.6,5.133333333333334,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",after,socially_challenging
Alfredo thinks that Muslims are terrorists.,Alfredo does not want Muslim immigrants to come to Italy.,origin,1036,4_frequent,42,2.8,9.6,3.6,5.133333333333334,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",because,socially_challenging
Alfredo thinks that Muslims are terrorists.,Alfredo does not want Muslim immigrants to come to Italy.,origin,1002,4_frequent,42,2.8,9.6,3.6,5.133333333333334,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",so,socially_challenging
Alfredo thinks that Muslims are terrorists.,Alfredo does not want Muslim immigrants to come to Italy.,origin,1036,4_frequent,42,2.8,9.6,3.6,5.133333333333334,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",then,socially_challenging
Kate got pregnant but does not feel ready to have a baby.,Kate has decided to have an abortion.,origin,367,3_common,43,2.933333333333333,8.133333333333333,3.4,6.666666666666667,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",after,socially_challenging
Kate got pregnant but does not feel ready to have a baby.,Kate has decided to have an abortion.,origin,1020,4_frequent,43,2.933333333333333,8.133333333333333,3.4,6.666666666666667,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",because,socially_challenging
Kate got pregnant but does not feel ready to have a baby.,Kate has decided to have an abortion.,origin,1006,4_frequent,43,2.933333333333333,8.133333333333333,3.4,6.666666666666667,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",so,socially_challenging
Kate got pregnant but does not feel ready to have a baby.,Kate has decided to have an abortion.,origin,352,3_common,43,2.933333333333333,8.133333333333333,3.4,6.666666666666667,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",then,socially_challenging
Kate has decided to have an abortion.,Kate got pregnant but does not feel ready to have a baby.,origin,206,3_common,43,9.733333333333333,3.333333333333333,7.8,2.8666666666666667,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",after,socially_challenging
Kate has decided to have an abortion.,Kate got pregnant but does not feel ready to have a baby.,origin,1002,4_frequent,43,9.733333333333333,3.333333333333333,7.8,2.8666666666666667,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",because,socially_challenging
Kate has decided to have an abortion.,Kate got pregnant but does not feel ready to have a baby.,origin,1014,4_frequent,43,9.733333333333333,3.333333333333333,7.8,2.8666666666666667,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",so,socially_challenging
Kate has decided to have an abortion.,Kate got pregnant but does not feel ready to have a baby.,origin,291,3_common,43,9.733333333333333,3.333333333333333,7.8,2.8666666666666667,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",then,socially_challenging
Brian got rich by cheating at the casino.,Brian has decided to buy a new car.,origin,0,1_rare,44,2.466666666666667,8.8,5.466666666666667,6.333333333333333,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",after,socially_challenging
Brian got rich by cheating at the casino.,Brian has decided to buy a new car.,origin,0,1_rare,44,2.466666666666667,8.8,5.466666666666667,6.333333333333333,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",because,socially_challenging
Brian got rich by cheating at the casino.,Brian has decided to buy a new car.,origin,2,1_rare,44,2.466666666666667,8.8,5.466666666666667,6.333333333333333,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",so,socially_challenging
Brian got rich by cheating at the casino.,Brian has decided to buy a new car.,origin,0,1_rare,44,2.466666666666667,8.8,5.466666666666667,6.333333333333333,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",then,socially_challenging
Brian has decided to buy a new car.,Brian got rich by cheating at the casino.,origin,0,1_rare,44,8.533333333333333,2.466666666666667,8.0,2.6666666666666665,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",after,socially_challenging
Brian has decided to buy a new car.,Brian got rich by cheating at the casino.,origin,0,1_rare,44,8.533333333333333,2.466666666666667,8.0,2.6666666666666665,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",because,socially_challenging
Brian has decided to buy a new car.,Brian got rich by cheating at the casino.,origin,0,1_rare,44,8.533333333333333,2.466666666666667,8.0,2.6666666666666665,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",so,socially_challenging
Brian has decided to buy a new car.,Brian got rich by cheating at the casino.,origin,0,1_rare,44,8.533333333333333,2.466666666666667,8.0,2.6666666666666665,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",then,socially_challenging
Jenny has decided to eat only one piece of fruit as a meal.,Jenny wants to look like a model.,origin,187,3_common,45,8.866666666666667,3.933333333333333,4.933333333333334,2.2,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",after,socially_challenging
Jenny has decided to eat only one piece of fruit as a meal.,Jenny wants to look like a model.,origin,481,3_common,45,8.866666666666667,3.933333333333333,4.933333333333334,2.2,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",because,socially_challenging
