pair_id	Sentence_A	Sentence_B	relation	order	additional_dimension	origin	A_cause_B	B_cause_A	A_precede_B	B_precede_A	answers	majority_vote	average_vote	quest_label	connective	connected_sent	conn_in_list	pair_ID	accept_answers	accept_st_dev	accept_average_vote	prompt	generated_answer_outlines	generated_answer_greedy	answer_greedy_cleaned
126	Luke is covered in scars.	Luke had a bad accident with his scooter.	causality	A follows B	none	origin	False	True	False	True	['NO', 'NO', 'NO', 'NO', 'NO', 'YES', 'YES', 'NO', 'NO', 'NO']	no	-0.6	AB_cause	because	Luke is covered in scars, so Luke had a bad accident with his scooter.	so	725	['8', '2', '1', '1', '1', '1', '1', '1', '1', '1', '2', '2', '2', '2', '2']	1.7074997966487595	1.8666666666666667	"Evaluate the acceptability of sentences that describe two events linked by connectives: so, then, because, after.

Rate each sentence on a scale from 1 to 10 based on how well the connective expresses the relationship between the events.

Sentence: Luke is covered in scars, so Luke had a bad accident with his scooter.
Rating: "	7	"8

Sentence: The"	8
536	Martina is a journalist.	The books are in the library.	no_rel	none	none	origin	False	False	False	False	['NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO']	no	-1.0	AB_cause	other	Martina is a journalist, so the books are in the library.	so	2962	['1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '4', '8', '2', '2', '2']	1.8208667044996885	1.8666666666666667	"Evaluate the acceptability of sentences that describe two events linked by connectives: then, so, because, after.

Rate each sentence on a scale from 1 to 10 based on how well the connective expresses the relationship between the events.

Sentence: Martina is a journalist, so the books are in the library.
Rating: "	4	"3

Sentence: Mart"	3
535	The gardener watered the flowers.	Kate bought a new plant.	no_rel	none	none	origin	False	False	False	False	['NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO']	no	-1.0	AB_temp	other	The gardener watered the flowers, then Kate bought a new plant.	then	2290	['1', '8', '10', '6', '1', '7', '2', '10', '1', '10', '7', '5', '8', '2', '2']	3.418901707988822	5.333333333333333	"Evaluate the acceptability of sentences that describe two events linked by connectives: because, after, then, so.

Rate each sentence on a scale from 1 to 10 based on how well the connective expresses the relationship between the events.

Sentence: The gardener watered the flowers, then Kate bought a new plant.
Rating: "	7	"6

Explanation: The"	6
124	Lisa wanted to save animals.	Lisa became vegetarian.	causality	B follows A	none	origin	True	False	True	False	['YES', 'YES', 'YES', 'NO', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES']	yes	0.8	AB_temp	thus	Lisa wanted to save animals, then Lisa became vegetarian.	then	375	['10', '8', '8', '1', '5', '1', '4', '10', '8', '10', '9', '9', '10', '8', '2']	3.2427697352040825	6.866666666666666	"Evaluate the acceptability of sentences that describe two events linked by connectives: because, so, then, after.

Rate each sentence on a scale from 1 to 10 based on how well the connective expresses the relationship between the events.

Sentence: Lisa wanted to save animals, then Lisa became vegetarian.
Rating: "	4	"5

Sentence: Lisa"	5
482	The sun shined brightly in the sky.	The moon disappeared behind thick clouds.	no_rel	none	none	origin	False	False	False	False	['YES', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO']	no	-0.8	AB_cause	other	The sun shined brightly in the sky, so the moon disappeared behind thick clouds.	so	4221	['1', '7', '1', '1', '6', '1', '1', '10', '1', '1', '7', '3', '1', '8', '2']	3.1155523854794462	3.4	"Evaluate the acceptability of sentences that describe two events linked by connectives: so, after, because, then.

Rate each sentence on a scale from 1 to 10 based on how well the connective expresses the relationship between the events.

Sentence: The sun shined brightly in the sky, so the moon disappeared behind thick clouds.
Rating: "	6	"2

Explanation: The"	2
175	The shepherd made a stronger fence around their sheepfold	Sheep easily run away.	causality	A follows B	none	e-care	False	True	False	True	['NO', 'YES', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'YES']	no	-0.6	AB_temp	because	The shepherd made a stronger fence around their sheepfold, then sheep easily run away.	then	2564	['1', '2', '1', '1', '1', '1', '1', '1', '1', '1', '4', '2', '2', '2', '2']	0.8055363982396383	1.5333333333333334	"Evaluate the acceptability of sentences that describe two events linked by connectives: then, after, because, so.

Rate each sentence on a scale from 1 to 10 based on how well the connective expresses the relationship between the events.

Sentence: The shepherd made a stronger fence around their sheepfold, then sheep easily run away.
Rating: "	3	"2

Explanation: The"	2
26	Lara's parents are homophobic.	Lara did not tell her parents she was lesbian.	causality	B follows A	socially_challenging	origin	True	False	True	False	['YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES']	yes	1.0	AB_temp	thus	Lara's parents are homophobic, then Lara did not tell her parents she was lesbian.	then	2289	['10', '8', '1', '1', '1', '1', '1', '1', '10', '10', '4', '1', '10', '2', '2']	3.919183588453085	4.2	"Evaluate the acceptability of sentences that describe two events linked by connectives: after, because, then, so.

Rate each sentence on a scale from 1 to 10 based on how well the connective expresses the relationship between the events.

Sentence: Lara's parents are homophobic, then Lara did not tell her parents she was lesbian.
Rating: "	4	"3

Explanation: The"	3
589	The cat is an animal.	The hunter hunts animals.	no_rel	none	none	origin	False	False	False	False	['NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO']	no	-1.0	BA_cause	other	The cat is an animal, because the hunter hunts animals.	because	3871	['1', '1', '1', '1', '1', '1', '1', '1', '3', '1', '2', '7', '1', '2', '2']	1.5260697523012794	1.7333333333333334	"Evaluate the acceptability of sentences that describe two events linked by connectives: after, then, because, so.

Rate each sentence on a scale from 1 to 10 based on how well the connective expresses the relationship between the events.

Sentence: The cat is an animal, because the hunter hunts animals.
Rating: "	7	"2

Explanation: The"	2
49	Frank punched Kevin.	Kevin stole Frank's toy.	causality	A follows B	socially_challenging	origin	False	True	False	True	['YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES']	yes	1.0	BA_cause	because	Frank punched Kevin, because Kevin stole Frank's toy.	because	232	['10', '10', '10', '10', '10', '10', '10', '10', '10', '10', '9', '10', '10', '10', '2']	1.9933221850301408	9.4	"Evaluate the acceptability of sentences that describe two events linked by connectives: then, after, because, so.

Rate each sentence on a scale from 1 to 10 based on how well the connective expresses the relationship between the events.

Sentence: Frank punched Kevin, because Kevin stole Frank's toy.
Rating: "	8	"8

Explanation: The"	8
272	Leonard paid for the ride.	Leonard got on the bus.	temporal	A follows B	none	Descript	False	False	False	True	['YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES']	yes	1.0	BA_cause	after	Leonard paid for the ride, because Leonard got on the bus.	because	1024	['10', '7', '8', '10', '1', '10', '1', '10', '10', '10', '6', '2', '8', '9', '2']	3.492213560989012	6.933333333333334	"Evaluate the acceptability of sentences that describe two events linked by connectives: so, because, then, after.

Rate each sentence on a scale from 1 to 10 based on how well the connective expresses the relationship between the events.

Sentence: Leonard paid for the ride, because Leonard got on the bus.
Rating: "	7	"8

Sentence: Leonard"	8
18	The company manager did not hire Kelly.	Kelly wants to have children.	causality	A follows B	socially_challenging	origin	False	True	False	True	['NO', 'YES', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'YES', 'NO']	no	-0.6	AB_cause	because	The company manager did not hire Kelly, so Kelly wants to have children.	so	2773	['1', '4', '2', '1', '1', '1', '1', '10', '1', '1', '6', '2', '3', '2', '2']	2.418447619628941	2.533333333333333	"Evaluate the acceptability of sentences that describe two events linked by connectives: because, so, after, then.

Rate each sentence on a scale from 1 to 10 based on how well the connective expresses the relationship between the events.

Sentence: The company manager did not hire Kelly, so Kelly wants to have children.
Rating: "	7	"2

Sentence: After"	2
178	Alice has become a physicist.	Alice has studied physics for decades.	causality	A follows B	none	e-care	False	True	False	True	['YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES']	yes	1.0	BA_cause	because	Alice has become a physicist, because Alice has studied physics for decades.	because	1542	['10', '10', '10', '1', '10', '10', '10', '10', '10', '10', '9', '10', '10', '9', '2']	2.8627880738111853	8.733333333333333	"Evaluate the acceptability of sentences that describe two events linked by connectives: so, because, then, after.

Rate each sentence on a scale from 1 to 10 based on how well the connective expresses the relationship between the events.

Sentence: Alice has become a physicist, because Alice has studied physics for decades.
Rating: "	9	"10

Sentence:"	10
585	Luke has never swum in the sea.	Kate had a boat.	no_rel	none	none	origin	False	False	False	False	['NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO']	no	-1.0	BA_cause	other	Luke has never swum in the sea, because Kate had a boat.	because	568	['1', '1', '1', '1', '4', '1', '1', '1', '1', '1', '4', '10', '7', '7', '2']	2.825282680055612	2.8666666666666667	"Evaluate the acceptability of sentences that describe two events linked by connectives: because, so, then, after.

Rate each sentence on a scale from 1 to 10 based on how well the connective expresses the relationship between the events.

Sentence: Luke has never swum in the sea, because Kate had a boat.
Rating: "	5	"3

Explanation: The"	3
550	Kevin yawned.	Matt woke up.	no_rel	none	none	origin	False	False	False	False	['NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO']	no	-1.0	AB_cause	other	Kevin yawned, so Matt woke up.	so	3345	['1', '5', '1', '1', '1', '1', '1', '10', '1', '1', '5', '8', '4', '7', '2']	2.9544693074880453	3.2666666666666666	"Evaluate the acceptability of sentences that describe two events linked by connectives: after, so, because, then.

Rate each sentence on a scale from 1 to 10 based on how well the connective expresses the relationship between the events.

Sentence: Kevin yawned, so Matt woke up.
Rating: "	4	"2
Explanation: The"	2
3	John got an A on the test.	John copied the test of the best student.	causality	A follows B	socially_challenging	origin	False	True	False	True	['NO', 'NO', 'NO', 'NO', 'NO', 'YES', 'NO', 'NO', 'NO', 'NO']	no	-0.8	AB_cause	because	John got an a on the test, so John copied the test of the best student.	so	82	['3', '5', '1', '1', '1', '1', '1', '1', '3', '1', '4', '1', '2', '2', '2']	1.236482466066094	1.933333333333333	"Evaluate the acceptability of sentences that describe two events linked by connectives: because, so, after, then.

Rate each sentence on a scale from 1 to 10 based on how well the connective expresses the relationship between the events.

Sentence: John got an a on the test, so John copied the test of the best student.
Rating: "	5	"2

Explanation: The"	2
407	The child ate soup.	The fridge was full of food.	no_rel	none	none	origin	False	False	False	False	['YES', 'YES', 'NO', 'NO', 'NO', 'NO', 'YES', 'YES', 'NO', 'NO']	no	-0.2	BA_cause	other	The child ate soup, because the fridge was full of food.	because	1556	['1', '8', '1', '1', '1', '1', '2', '2', '3', '1', '7', '9', '7', '2', '2']	2.8331372481167705	3.2	"Evaluate the acceptability of sentences that describe two events linked by connectives: after, so, then, because.

Rate each sentence on a scale from 1 to 10 based on how well the connective expresses the relationship between the events.

Sentence: The child ate soup, because the fridge was full of food.
Rating: "	7	"7

Explanation: The"	7
506	Harry's dad was a journalist.	Harry wrote a letter.	no_rel	none	none	origin	False	False	False	False	['NO', 'NO', 'NO', 'YES', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO']	no	-0.8	BA_temp	other	Harry's dad was a journalist, after Harry wrote a letter.	after	2464	['1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '5', '2', '3', '2', '2']	1.083205120618128	1.6	"Evaluate the acceptability of sentences that describe two events linked by connectives: so, because, then, after.

Rate each sentence on a scale from 1 to 10 based on how well the connective expresses the relationship between the events.

Sentence: Harry's dad was a journalist, after Harry wrote a letter.
Rating: "	5	"2

Sentence: Harry"	2
412	Kate loves to sing.	Kate used to play basketball as a child.	no_rel	none	none	origin	False	False	False	False	['NO', 'NO', 'NO', 'NO', 'NO', 'YES', 'NO', 'NO', 'NO', 'NO']	no	-0.8	AB_temp	other	Kate loves to sing, then Kate used to play basketball as a child.	then	2436	['1', '1', '1', '1', '1', '1', '1', '2', '1', '1', '3', '2', '2', '2', '2']	0.6182412330330469	1.4666666666666666	"Evaluate the acceptability of sentences that describe two events linked by connectives: after, because, so, then.

Rate each sentence on a scale from 1 to 10 based on how well the connective expresses the relationship between the events.

Sentence: Kate loves to sing, then Kate used to play basketball as a child.
Rating: "	7	"2

Explanation: The"	2
125	The patient was in pain.	The doctor gave the patient morphine.	causality	B follows A	none	origin	True	False	True	False	['NO', 'NO', 'YES', 'NO', 'NO', 'YES', 'NO', 'NO', 'NO', 'NO']	no	-0.6	BA_cause	thus	The patient was in pain, because the doctor gave the patient morphine.	because	2816	['1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '6', '1', '1', '2', '2']	1.2578641509408803	1.4666666666666666	"Evaluate the acceptability of sentences that describe two events linked by connectives: then, so, after, because.

Rate each sentence on a scale from 1 to 10 based on how well the connective expresses the relationship between the events.

Sentence: The patient was in pain, because the doctor gave the patient morphine.
Rating: "	2	"8

Explanation: The"	8
352	Maria folded the clothes.	Maria took the clothes hanging on the drying rack.	temporal	A follows B	none	origin	False	False	False	True	['YES', 'YES', 'YES', 'NO', 'NO', 'YES', 'YES', 'YES', 'YES', 'YES']	yes	0.6	BA_cause	after	Maria folded the clothes, because Maria took the clothes hanging on the drying rack.	because	1994	['10', '8', '6', '1', '5', '1', '8', '10', '8', '10', '7', '2', '10', '6', '2']	3.255081497528988	6.266666666666667	"Evaluate the acceptability of sentences that describe two events linked by connectives: then, after, because, so.

Rate each sentence on a scale from 1 to 10 based on how well the connective expresses the relationship between the events.

Sentence: Maria folded the clothes, because Maria took the clothes hanging on the drying rack.
Rating: "	2	"8

Explanation: The"	8
526	All areas of the city, including the suburbs, were on lockdown.	The government introduced policies to promote tourism.	no_rel	none	none	origin	False	False	False	False	['NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO']	no	-1.0	BA_temp	other	All areas of the city, including the suburbs, were on lockdown, after the government introduced policies to promote tourism.	after	3584	['1', '6', '1', '1', '2', '1', '1', '1', '1', '1', '9', '10', '1', '3', '2']	2.9544693074880453	2.7333333333333334	"Evaluate the acceptability of sentences that describe two events linked by connectives: so, after, because, then.

Rate each sentence on a scale from 1 to 10 based on how well the connective expresses the relationship between the events.

Sentence: All areas of the city, including the suburbs, were on lockdown, after the government introduced policies to promote tourism.
Rating: "	3	"7

Explanation: The"	7
526	The government introduced policies to promote tourism.	All areas of the city, including the suburbs, were on lockdown.	no_rel	none	none	origin	False	False	False	False	['NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'YES', 'NO', 'NO']	no	-0.8	BA_cause	other	The government introduced policies to promote tourism, because all areas of the city, including the suburbs, were on lockdown.	because	118	['8', '8', '2', '1', '10', '1', '1', '10', '1', '1', '7', '10', '4', '9', '2']	3.759432581299116	5.0	"Evaluate the acceptability of sentences that describe two events linked by connectives: after, because, so, then.

Rate each sentence on a scale from 1 to 10 based on how well the connective expresses the relationship between the events.

Sentence: The government introduced policies to promote tourism, because all areas of the city, including the suburbs, were on lockdown.
Rating: "	8	"3

Explanation: The"	3
581	The dog had a dark fur.	The dog barked.	no_rel	none	none	origin	False	False	False	False	['NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO']	no	-1.0	BA_temp	other	The dog had a dark fur, after the dog barked.	after	4354	['1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '3', '1', '1', '2', '2']	0.5734883511361751	1.2666666666666666	"Evaluate the acceptability of sentences that describe two events linked by connectives: because, after, so, then.

Rate each sentence on a scale from 1 to 10 based on how well the connective expresses the relationship between the events.

Sentence: The dog had a dark fur, after the dog barked.
Rating: "	7	"2

Explanation: The"	2
419	There is a rough sea.	The lake is calm.	no_rel	none	none	origin	False	False	False	False	['NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO']	no	-1.0	AB_temp	other	There is a rough sea, then the lake is calm.	then	1643	['1', '7', '1', '1', '1', '1', '1', '1', '1', '1', '4', '1', '3', '9', '2']	2.4129281427805145	2.333333333333333	"Evaluate the acceptability of sentences that describe two events linked by connectives: so, because, then, after.

Rate each sentence on a scale from 1 to 10 based on how well the connective expresses the relationship between the events.

Sentence: There is a rough sea, then the lake is calm.
Rating: "	7	"2

Sentence: I"	2
120	My sneakers got dirty.	Karl washed my sneakers.	causality	B follows A	none	origin	True	False	True	False	['NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO']	no	-1.0	BA_cause	thus	My sneakers got dirty, because Karl washed my sneakers.	because	346	['1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '5', '1', '1', '2', '2']	1.019803902718557	1.4	"Evaluate the acceptability of sentences that describe two events linked by connectives: after, because, so, then.

Rate each sentence on a scale from 1 to 10 based on how well the connective expresses the relationship between the events.

Sentence: My sneakers got dirty, because Karl washed my sneakers.
Rating: "	1	"8

Sentence: I"	8
40	Brian really wanted a better job.	Brian bribed the director to get a better job.	causality	B follows A	socially_challenging	origin	True	False	True	False	['NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'YES', 'NO']	no	-0.8	BA_cause	thus	Brian really wanted a better job, because Brian bribed the director to get a better job.	because	4552	['6', '2', '1', '1', '1', '1', '1', '10', '10', '1', '4', '9', '2', '2', '2']	3.343982987729188	3.533333333333333	"Evaluate the acceptability of sentences that describe two events linked by connectives: after, then, so, because.

Rate each sentence on a scale from 1 to 10 based on how well the connective expresses the relationship between the events.

Sentence: Brian really wanted a better job, because Brian bribed the director to get a better job.
Rating: "	3	"5

Sentence: Brian"	5
192	The doctor bandaged Kevin's arm.	Kevin broke his arm.	causality	A follows B	none	origin	False	True	False	True	['YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES']	yes	1.0	BA_cause	because	The doctor bandaged Kevin's arm, because Kevin broke his arm.	because	654	['10', '6', '10', '10', '10', '10', '10', '10', '10', '10', '8', '10', '10', '10', '2']	2.174600857373345	9.066666666666666	"Evaluate the acceptability of sentences that describe two events linked by connectives: because, after, so, then.

Rate each sentence on a scale from 1 to 10 based on how well the connective expresses the relationship between the events.

Sentence: The doctor bandaged Kevin's arm, because Kevin broke his arm.
Rating: "	4	"10
Explanation:"	10
71	Sherry is going to Shanghai by train.	Sherry is waiting for the train to Shanghai.	causality	B follows A	none	e-care	True	False	True	False	['YES', 'YES', 'NO', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES']	yes	0.8	BA_temp	thus	Sherry is going to shanghai by train, after Sherry is waiting for the train to shanghai.	after	824	['10', '3', '7', '1', '1', '1', '2', '1', '8', '1', '3', '1', '6', '2', '2']	2.885981442921781	3.2666666666666666	"Evaluate the acceptability of sentences that describe two events linked by connectives: after, so, then, because.

Rate each sentence on a scale from 1 to 10 based on how well the connective expresses the relationship between the events.

Sentence: Sherry is going to shanghai by train, after Sherry is waiting for the train to shanghai.
Rating: "	6	"2

Explanation: The"	2
172	Authorities declared a global lockdown.	Infectious diseases continued to sprawl.	causality	A follows B	none	e-care	False	True	False	True	['YES', 'NO', 'YES', 'NO', 'YES', 'NO', 'NO', 'YES', 'YES', 'YES']	yes	0.2	AB_temp	because	Authorities declared a global lockdown, then infectious diseases continued to sprawl.	then	4234	['10', '10', '8', '10', '10', '1', '1', '10', '3', '10', '4', '1', '10', '2', '2']	3.964284999284935	6.133333333333334	"Evaluate the acceptability of sentences that describe two events linked by connectives: then, so, because, after.

Rate each sentence on a scale from 1 to 10 based on how well the connective expresses the relationship between the events.

Sentence: Authorities declared a global lockdown, then infectious diseases continued to sprawl.
Rating: "	1	"2
Explanation: The"	2
290	Katia peeled the apple.	Katia washed the apple.	temporal	A follows B	none	Descript	False	False	False	True	['NO', 'YES', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'YES']	no	-0.6	AB_temp	after	Katia peeled the apple, then Katia washed the apple.	then	1788	['10', '7', '1', '1', '8', '1', '1', '1', '1', '1', '8', '2', '10', '10', '2']	3.820413008505174	4.266666666666667	"Evaluate the acceptability of sentences that describe two events linked by connectives: after, then, because, so.

Rate each sentence on a scale from 1 to 10 based on how well the connective expresses the relationship between the events.

Sentence: Katia peeled the apple, then Katia washed the apple.
Rating: "	5	"8

Sentence: Kat"	8
204	The stewardesses greeted the passengers.	The airplane landed.	temporal	A follows B	none	origin	False	False	False	True	['NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'YES', 'NO', 'YES', 'NO']	no	-0.6	BA_cause	after	The stewardesses greeted the passengers, because the airplane landed.	because	4349	['10', '10', '1', '10', '6', '1', '1', '10', '1', '1', '8', '8', '10', '5', '2']	3.895296308797744	5.6	"Evaluate the acceptability of sentences that describe two events linked by connectives: so, then, after, because.

Rate each sentence on a scale from 1 to 10 based on how well the connective expresses the relationship between the events.

Sentence: The stewardesses greeted the passengers, because the airplane landed.
Rating: "	7	"8

Explanation: The"	8
120	Karl washed my sneakers.	My sneakers got dirty.	causality	A follows B	none	origin	False	True	False	True	['NO', 'NO', 'NO', 'NO', 'NO', 'YES', 'NO', 'NO', 'NO', 'NO']	no	-0.8	AB_cause	because	Karl washed my sneakers, so my sneakers got dirty.	so	3072	['1', '3', '5', '1', '1', '1', '1', '1', '1', '1', '4', '1', '1', '1', '2']	1.2472191289246468	1.6666666666666667	"Evaluate the acceptability of sentences that describe two events linked by connectives: after, because, so, then.

Rate each sentence on a scale from 1 to 10 based on how well the connective expresses the relationship between the events.

Sentence: Karl washed my sneakers, so my sneakers got dirty.
Rating: "	7	"2

Sentence: I"	2
362	Michele took the beer from the fridge.	Michele opened the beer.	temporal	B follows A	none	origin	False	False	True	False	['NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'YES', 'YES', 'NO', 'NO']	no	-0.6	BA_temp	then	Michele took the beer from the fridge, after Michele opened the beer.	after	1535	['1', '2', '1', '1', '1', '1', '1', '10', '1', '1', '4', '1', '8', '2', '2']	2.7047283700134392	2.466666666666667	"Evaluate the acceptability of sentences that describe two events linked by connectives: because, so, after, then.

Rate each sentence on a scale from 1 to 10 based on how well the connective expresses the relationship between the events.

Sentence: Michele took the beer from the fridge, after Michele opened the beer.
Rating: "	7	"2

Sentence: Michele"	2
69	Michele shot the thief.	A thief entered Michele's house.	causality	A follows B	socially_challenging	origin	False	True	False	True	['YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES']	yes	1.0	BA_temp	because	Michele shot the thief, after a thief entered Michele's house.	after	2487	['10', '10', '10', '1', '10', '10', '10', '10', '8', '10', '8', '10', '10', '10', '2']	2.870540018881465	8.6	"Evaluate the acceptability of sentences that describe two events linked by connectives: then, so, because, after.

Rate each sentence on a scale from 1 to 10 based on how well the connective expresses the relationship between the events.

Sentence: Michele shot the thief, after a thief entered Michele's house.
Rating: "	7	"7

Sentence: The"	7
398	The actor performed in front of the audience.	The actor entered the theatre.	temporal	A follows B	none	origin	False	False	False	True	['NO', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'NO']	yes	0.6	BA_cause	after	The actor performed in front of the audience, because the actor entered the theatre.	because	1375	['1', '6', '1', '1', '2', '1', '2', '10', '6', '10', '8', '9', '10', '2', '2']	3.659993928349548	4.733333333333333	"Evaluate the acceptability of sentences that describe two events linked by connectives: after, then, because, so.

Rate each sentence on a scale from 1 to 10 based on how well the connective expresses the relationship between the events.

Sentence: The actor performed in front of the audience, because the actor entered the theatre.
Rating: "	1	"7

Explanation: The"	7
28	The boy had been in prison.	The shop owner refused to hire the boy.	causality	B follows A	socially_challenging	origin	True	False	True	False	['NO', 'NO', 'NO', 'NO', 'NO', 'YES', 'NO', 'NO', 'YES', 'YES']	no	-0.4	BA_temp	thus	The boy had been in prison, after the shop owner refused to hire the boy.	after	146	['1', '7', '1', '1', '1', '1', '1', '5', '1', '1', '3', '1', '3', '1', '2']	1.7511900715418265	2.0	"Evaluate the acceptability of sentences that describe two events linked by connectives: after, then, so, because.

Rate each sentence on a scale from 1 to 10 based on how well the connective expresses the relationship between the events.

Sentence: The boy had been in prison, after the shop owner refused to hire the boy.
Rating: "	5	"3
Explanation: The"	3
220	The sun rose.	The sun set.	temporal	B follows A	none	origin	False	False	True	False	['YES', 'NO', 'YES', 'YES', 'YES', 'YES', 'NO', 'NO', 'NO', 'YES']	yes	0.2	BA_cause	then	The sun rose, because the sun set.	because	2893	['10', '1', '6', '1', '1', '1', '1', '1', '1', '1', '8', '1', '5', '1', '2']	2.9089898972361903	2.7333333333333334	"Evaluate the acceptability of sentences that describe two events linked by connectives: then, after, so, because.

Rate each sentence on a scale from 1 to 10 based on how well the connective expresses the relationship between the events.

Sentence: The sun rose, because the sun set.
Rating: "	7	"2

Explanation: The"	2
149	A man accidentally pushed the vase off a counter.	The vase shattered on the floor.	causality	B follows A	none	big_bench	True	False	True	False	['YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES']	yes	1.0	AB_temp	thus	A man accidentally pushed the vase off a counter, then the vase shattered on the floor.	then	3407	['10', '10', '10', '10', '10', '10', '10', '1', '10', '10', '8', '9', '10', '9', '2']	2.8472208672083497	8.6	"Evaluate the acceptability of sentences that describe two events linked by connectives: after, so, because, then.

Rate each sentence on a scale from 1 to 10 based on how well the connective expresses the relationship between the events.

Sentence: A man accidentally pushed the vase off a counter, then the vase shattered on the floor.
Rating: "	7	"8

Explanation: The"	8
500	Mark attended a prestigious college.	There was a high number of students in the classroom.	no_rel	none	none	origin	False	False	False	False	['NO', 'NO', 'YES', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO']	no	-0.8	BA_cause	other	Mark attended a prestigious college, because there was a high number of students in the classroom.	because	1606	['1', '5', '1', '1', '5', '1', '1', '1', '1', '1', '8', '4', '4', '2', '2']	2.093375795747677	2.533333333333333	"Evaluate the acceptability of sentences that describe two events linked by connectives: because, so, then, after.

Rate each sentence on a scale from 1 to 10 based on how well the connective expresses the relationship between the events.

Sentence: Mark attended a prestigious college, because there was a high number of students in the classroom.
Rating: "	5	"2
Explanation: The"	2
532	The doctor was experienced in dealing with emergencies in the pediatric ward.	Linda is having a baby.	no_rel	none	none	origin	False	False	False	False	['NO', 'NO', 'NO', 'NO', 'YES', 'NO', 'NO', 'NO', 'NO', 'NO']	no	-0.8	BA_cause	other	The doctor was experienced in dealing with emergencies in the pediatric ward, because Linda is having a baby.	because	2463	['2', '7', '1', '1', '7', '1', '1', '3', '1', '1', '5', '3', '2', '2', '2']	2.0264912204760885	2.6	"Evaluate the acceptability of sentences that describe two events linked by connectives: then, so, because, after.

Rate each sentence on a scale from 1 to 10 based on how well the connective expresses the relationship between the events.

Sentence: The doctor was experienced in dealing with emergencies in the pediatric ward, because Linda is having a baby.
Rating: "	4	"2

Explanation: The"	2
514	The train arrived on time at the station.	Alice missed her flight.	no_rel	none	none	origin	False	False	False	False	['NO', 'NO', 'NO', 'NO', 'YES', 'YES', 'NO', 'NO', 'NO', 'NO']	no	-0.6	AB_temp	other	The train arrived on time at the station, then Alice missed her flight.	then	2758	['1', '7', '10', '1', '1', '1', '1', '10', '1', '1', '7', '9', '4', '9', '2']	3.699849846803095	4.333333333333333	"Evaluate the acceptability of sentences that describe two events linked by connectives: so, after, because, then.

Rate each sentence on a scale from 1 to 10 based on how well the connective expresses the relationship between the events.

Sentence: The train arrived on time at the station, then Alice missed her flight.
Rating: "	6	"2

Sentence: Alice"	2
